Rank,Title,Type,Issn,SJR,SJR Best Quartile,H index,Total Docs. (2014),Total Docs. (3years),Total Refs.,Total Cites (3years),Citable Docs. (3years),Cites / Doc. (2years),Ref. / Doc.,Country,Categories
1466,Journal of Orthopaedic Surgery and Research,journal,ISSN 1749799X,0.885,Q1,30,132,158,2420,381,152,2.24,18.33,United Kingdom,Surgery (Q1); Orthopedics and Sports Medicine (Q2)
1467,BMC Veterinary Research,journal,ISSN 17466148,0.885,Q1,37,344,607,12557,1242,587,1.99,36.5,United Kingdom,Veterinary (miscellaneous) (Q1)
1468,Regenerative Medicine,journal,"ISSN 17460751, 1746076X",0.885,Q1,47,87,294,3671,671,239,2.64,42.2,United Kingdom,Biomedical Engineering (Q1); Embryology (Q3)
1469,Journal of Interprofessional Care,journal,"ISSN 13561820, 14699567",0.884,Q1,57,114,298,2764,481,271,1.65,24.25,United Kingdom,Medicine (miscellaneous) (Q1)
1470,Ocean and Coastal Management,journal,ISSN 09645691,0.883,Q1,59,272,509,13569,1164,488,2.19,49.89,United Kingdom,"Management, Monitoring, Policy and Law (Q1); Aquatic Science (Q2); Oceanography (Q2)"
1471,Developmental Neurorehabilitation,journal,ISSN 17518423,0.883,Q1,43,61,154,2297,365,154,2.12,37.66,United Kingdom,"Pediatrics, Perinatology and Child Health (Q1); Rehabilitation (Q1); Developmental Neuroscience (Q3)"
1472,Archaeometry,journal,"ISSN 0003813X, 14754754",0.883,Q1,52,81,205,3239,273,202,1.4,39.99,United Kingdom,Archeology (Q1); History (Q1)
1473,Clinical Otolaryngology,journal,"ISSN 17494478, 17494486",0.882,Q1,56,97,434,1156,334,123,2.25,11.92,United Kingdom,Medicine (miscellaneous) (Q1); Otorhinolaryngology (Q1)
1474,Dermatologic Therapy,journal,"ISSN 15298019, 13960296",0.881,Q1,54,94,235,1223,526,225,2.17,13.01,United Kingdom,Dermatology (Q1)
1475,Reference Services Review,journal,ISSN 00907324,0.88,Q1,24,35,132,1146,153,130,1.17,32.74,United Kingdom,E-learning (Q1); Library and Information Sciences (Q1)
1476,Seminars in Pediatric Neurology,journal,ISSN 10719091,0.879,Q1,49,64,128,2001,288,110,3.07,31.27,United Kingdom,"Pediatrics, Perinatology and Child Health (Q1); Neurology (clinical) (Q2)"
1477,Journal of International Criminal Justice,journal,"ISSN 14781395, 14781387",0.878,Q1,28,62,196,1239,232,166,1.4,19.98,United Kingdom,Law (Q1); Sociology and Political Science (Q1)
1478,"APMIS : acta pathologica, microbiologica, et immunologica Scandinavica",journal,ISSN 09034641,0.877,Q2,76,169,384,5337,821,345,2.38,31.58,United Kingdom,Immunology and Allergy (Q2); Microbiology (medical) (Q2); Pathology and Forensic Medicine (Q2)
1479,Petroleum Geoscience,journal,ISSN 13540793,0.877,Q1,45,26,91,1294,162,86,1.43,49.77,United Kingdom,Earth and Planetary Sciences (miscellaneous) (Q1); Economic Geology (Q1); Fuel Technology (Q1); Geochemistry and Petrology (Q2); Geology (Q2)
1480,Development Policy Review,journal,"ISSN 14677679, 09506764",0.877,Q1,47,47,125,2363,215,124,1.52,50.28,United Kingdom,"Development (Q1); Geography, Planning and Development (Q1); Management, Monitoring, Policy and Law (Q1)"
1481,Journal of Linguistics,journal,"ISSN 00222267, 14697742",0.877,Q1,23,23,52,1446,49,48,1.03,62.87,United Kingdom,Language and Linguistics (Q1); Philosophy (Q1)
1482,Biodemography and Social Biology,journal,ISSN 19485565,0.876,Q1,25,15,36,703,64,35,1.75,46.87,United Kingdom,"Anthropology (Q1); Demography (Q1); Ecology, Evolution, Behavior and Systematics (Q2); Genetics (Q3)"
1483,European Accounting Review,journal,"ISSN 09638180, 14684497",0.875,Q2,35,29,80,1653,145,76,1.78,57,United Kingdom,Accounting (Q2)
1484,Drug Metabolism and Pharmacokinetics,journal,ISSN 13474367,0.875,Q1,53,80,239,2458,608,195,3.25,30.73,United Kingdom,Pharmaceutical Science (Q1); Pharmacology (Q2); Pharmacology (medical) (Q2)
1485,Contact Dermatitis,journal,"ISSN 16000536, 01051873",0.874,Q1,81,160,546,3048,1256,403,3.05,19.05,United Kingdom,Dermatology (Q1); Immunology and Allergy (Q2)
1486,Research in Transportation Economics,journal,ISSN 07398859,0.874,Q1,23,93,167,2306,236,153,1.58,24.8,United Kingdom,"Economics, Econometrics and Finance (miscellaneous) (Q1); Transportation (Q2)"
1487,Photochemical and Photobiological Sciences,journal,"ISSN 1474905X, 14749092",0.874,Q2,79,187,676,8953,1865,652,2.46,47.88,United Kingdom,Physical and Theoretical Chemistry (Q2)
1488,Journal of South American Earth Sciences,journal,ISSN 08959811,0.873,Q1,58,111,307,7756,503,291,1.67,69.87,United Kingdom,Earth-Surface Processes (Q1); Geology (Q2)
1489,British Journal of Social Work,journal,"ISSN 1468263X, 00453102",0.873,Q1,59,140,271,6088,465,251,1.5,43.49,United Kingdom,Health (social science) (Q1); Social Sciences (miscellaneous) (Q1); Social Work (Q1)
1490,New Library World,journal,ISSN 03074803,0.873,Q1,21,41,165,1116,154,151,0.88,27.22,United Kingdom,Library and Information Sciences (Q1)
1491,Transplant Infectious Disease,journal,"ISSN 13982273, 13993062",0.872,Q2,57,155,392,4222,937,351,2.74,27.24,United Kingdom,Infectious Diseases (Q2); Transplantation (Q2)
1492,Public Management Review,journal,ISSN 14719037,0.872,Q1,36,56,175,3356,264,164,1.42,59.93,United Kingdom,Management Information Systems (Q1); Management of Technology and Innovation (Q1)
1493,Antiquity,journal,ISSN 0003598X,0.872,Q1,59,101,320,3225,452,283,1.6,31.93,United Kingdom,Archeology (Q1); Arts and Humanities (miscellaneous) (Q1)
1494,Information Society,journal,"ISSN 01972243, 10876537",0.872,Q1,64,27,73,1676,171,72,1.79,62.07,United Kingdom,Cultural Studies (Q1); Information Systems (Q1); Management Information Systems (Q1); Political Science and International Relations (Q1)
1495,Therapeutic Apheresis and Dialysis,journal,ISSN 17449979,0.871,Q2,44,111,324,2192,450,244,2.01,19.75,United Kingdom,Hematology (Q2); Nephrology (Q2)
1496,Ceramics International,journal,ISSN 02728842,0.871,Q1,77,2358,3066,67776,8816,3055,2.89,28.74,United Kingdom,"Ceramics and Composites (Q1); Electronic, Optical and Magnetic Materials (Q1); Materials Chemistry (Q1); Process Chemistry and Technology (Q1); Surfaces, Coatings and Films (Q1)"
1497,Journal of Fish Diseases,journal,"ISSN 13652761, 01407775",0.871,Q1,69,132,333,4127,710,320,2.27,31.27,United Kingdom,Veterinary (miscellaneous) (Q1); Aquatic Science (Q2)
1498,Physical Education and Sport Pedagogy,journal,"ISSN 17408989, 17425786",0.87,Q1,20,37,96,1796,140,94,1.04,48.54,United Kingdom,"Education (Q1); Physical Therapy, Sports Therapy and Rehabilitation (Q1); Orthopedics and Sports Medicine (Q2); Sports Science (Q2)"
1499,Journal of Dermatological Treatment,journal,ISSN 09546634,0.87,Q1,44,122,242,2428,442,211,1.99,19.9,United Kingdom,Dermatology (Q1)
1500,Current Eye Research,journal,ISSN 02713683,0.87,Q1,68,154,486,5963,995,475,2.04,38.72,United Kingdom,Ophthalmology (Q1); Sensory Systems (Q3); Cellular and Molecular Neuroscience (Q4)
1501,International Forestry Review,journal,ISSN 14655489,0.87,Q1,36,48,119,2659,191,117,1.1,55.4,United Kingdom,"Forestry (Q1); Geography, Planning and Development (Q1); Ecology (Q2)"
1502,Journal of the American College of Nutrition,journal,"ISSN 07315724, 15411087",0.869,Q1,104,62,165,2139,357,159,1.68,34.5,United Kingdom,Medicine (miscellaneous) (Q1); Nutrition and Dietetics (Q2)
1503,International Psychogeriatrics,journal,"ISSN 10416102, 1741203X",0.868,Q1,75,239,698,7937,1380,626,2.13,33.21,United Kingdom,Gerontology (Q1); Clinical Psychology (Q2); Geriatrics and Gerontology (Q2); Psychiatry and Mental Health (Q2)
1504,European Law Journal,journal,"ISSN 13515993, 14680386",0.868,Q1,19,48,123,2972,145,118,1.26,61.92,United Kingdom,Law (Q1)
1505,Journal of Clinical Bioinformatics,journal,ISSN 20439113,0.866,Q1,15,15,71,515,176,67,2.35,34.33,United Kingdom,Health Informatics (Q1)
1506,Ecology of Freshwater Fish,journal,ISSN 09066691,0.866,Q2,45,56,194,2808,328,179,1.78,50.14,United Kingdom,"Aquatic Science (Q2); Ecology (Q2); Ecology, Evolution, Behavior and Systematics (Q2)"
1507,Proceedings of the Aristotelean Society,journal,"ISSN 00667374, 14679264",0.866,Q1,31,25,60,665,32,59,0.48,26.6,United Kingdom,Philosophy (Q1)
1508,Biomarkers,journal,"ISSN 1354750X, 13665804",0.865,Q1,57,96,291,3654,730,287,2.41,38.06,United Kingdom,"Medicine (miscellaneous) (Q1); Biochemistry (Q2); Clinical Biochemistry (Q2); Health, Toxicology and Mutagenesis (Q2)"
1509,Journal of Spinal Cord Medicine,journal,ISSN 10790268,0.865,Q2,51,102,273,3027,505,232,1.62,29.68,United Kingdom,Neurology (clinical) (Q2)
1510,Japanese Journal of Clinical Oncology,journal,"ISSN 03682811, 14653621",0.865,Q2,73,233,660,4528,1407,583,2.43,19.43,United Kingdom,"Oncology (Q2); Radiology, Nuclear Medicine and Imaging (Q2); Cancer Research (Q3)"
1511,Injury Prevention,journal,"ISSN 13538047, 14755785",0.865,Q2,65,108,325,2280,487,265,1.7,21.11,United Kingdom,"Public Health, Environmental and Occupational Health (Q2)"
1512,German Economic Review,journal,"ISSN 14680475, 14656485",0.864,Q2,26,32,83,1092,95,76,0.82,34.13,United Kingdom,Economics and Econometrics (Q2)
1513,Industrial Management and Data Systems,journal,ISSN 02635577,0.864,Q1,76,81,209,4504,575,209,2.2,55.6,United Kingdom,Computer Science Applications (Q1); Industrial and Manufacturing Engineering (Q1); Industrial Relations (Q1); Management Information Systems (Q1); Strategy and Management (Q1)
1514,Personnel Review,journal,ISSN 00483486,0.863,Q2,53,46,118,3737,250,118,1.67,81.24,United Kingdom,Applied Psychology (Q2); Organizational Behavior and Human Resource Management (Q2)
1515,Surgeon,journal,ISSN 1479666X,0.863,Q1,36,66,248,1865,538,195,2.68,28.26,United Kingdom,Surgery (Q1)
1516,Children and Youth Services Review,journal,ISSN 01907409,0.863,Q1,64,291,881,14447,1540,860,1.6,49.65,United Kingdom,Education (Q1); Social Work (Q1); Sociology and Political Science (Q1); Developmental and Educational Psychology (Q2)
1517,BioDrugs,journal,ISSN 11738804,0.862,Q2,57,54,147,2975,403,144,3.38,55.09,United Kingdom,Biotechnology (Q2); Pharmacology (Q2); Pharmacology (medical) (Q2)
1518,Research in the Sociology of Organizations,book serie,ISSN 0733558X,0.862,Q1,23,49,28,3058,24,13,0,62.41,United Kingdom,Social Sciences (miscellaneous) (Q1); Sociology and Political Science (Q1); Organizational Behavior and Human Resource Management (Q2)
1519,Local Environment,journal,"ISSN 14696711, 13549839",0.862,Q1,44,70,201,3522,357,189,1.54,50.31,United Kingdom,"Geography, Planning and Development (Q1); Management, Monitoring, Policy and Law (Q1)"
1520,Journal of Turbulence,journal,ISSN 14685248,0.861,Q1,37,45,134,1637,246,130,1.94,36.38,United Kingdom,Computational Mechanics (Q1); Mechanics of Materials (Q1); Condensed Matter Physics (Q2); Physics and Astronomy (miscellaneous) (Q2)
1521,Journal of Operational Oceanography,journal,ISSN 1755876X,0.86,Q2,10,12,25,429,42,24,1.31,35.75,United Kingdom,Oceanography (Q2)
1522,Radiologic Clinics of North America,journal,ISSN 00338389,0.86,Q2,73,93,221,4744,588,195,2.98,51.01,United Kingdom,"Radiology, Nuclear Medicine and Imaging (Q2)"
1523,Expert Review of Clinical Pharmacology,journal,ISSN 17512433,0.86,Q1,26,100,220,6825,525,184,2.63,68.25,United Kingdom,"Pharmacology, Toxicology and Pharmaceutics (miscellaneous) (Q1); Pharmacology (medical) (Q2)"
1524,Seminars in Diagnostic Pathology,journal,ISSN 07402570,0.86,Q2,61,43,97,3127,275,85,3.45,72.72,United Kingdom,Pathology and Forensic Medicine (Q2)
1525,European Planning Studies,journal,"ISSN 09654313, 14695944",0.859,Q1,58,140,306,7981,536,297,1.66,57.01,United Kingdom,"Geography, Planning and Development (Q1)"
1526,Review of African Political Economy,journal,ISSN 03056244,0.858,Q1,35,60,135,1933,164,119,1.09,32.22,United Kingdom,"Development (Q1); Geography, Planning and Development (Q1); Political Science and International Relations (Q1)"
1527,Journal of Paleontology,journal,ISSN 00223360,0.858,Q1,51,113,239,7695,381,235,1.46,68.1,United Kingdom,Paleontology (Q1)
1528,Skin Research and Technology,journal,"ISSN 16000846, 0909752X",0.858,Q1,52,75,288,1647,460,274,1.7,21.96,United Kingdom,Dermatology (Q1); Medicine (miscellaneous) (Q1)
1529,Housing Studies,journal,"ISSN 14661810, 02673037",0.857,Q1,54,57,177,2926,270,171,1.53,51.33,United Kingdom,Environmental Science (miscellaneous) (Q1); Sociology and Political Science (Q1); Urban Studies (Q1)
1530,Society and Natural Resources,journal,"ISSN 08941920, 15210723",0.857,Q1,67,100,298,4061,509,294,1.6,40.61,United Kingdom,Development (Q1); Environmental Science (miscellaneous) (Q1); Sociology and Political Science (Q1)
1531,Surgical Clinics of North America,journal,ISSN 00396109,0.854,Q1,76,96,296,5346,715,257,2.79,55.69,United Kingdom,Surgery (Q1)
1532,Entomologia Experimentalis et Applicata,journal,ISSN 00138703,0.854,Q1,69,119,389,5564,729,378,1.91,46.76,United Kingdom,"Insect Science (Q1); Ecology, Evolution, Behavior and Systematics (Q2)"
1533,European Journal of Industrial Engineering,journal,ISSN 17515254,0.854,Q1,17,35,98,1552,124,96,1.08,44.34,United Kingdom,Industrial and Manufacturing Engineering (Q1)
1534,International Journal of Applied Glass Science,journal,"ISSN 20411294, 20411286",0.854,Q1,23,46,110,1604,261,102,2.93,34.87,United Kingdom,Materials Science (miscellaneous) (Q1)
1535,European Journal of International Law,journal,ISSN 09385428,0.852,Q1,40,65,184,1482,234,157,1.52,22.8,United Kingdom,Law (Q1); Political Science and International Relations (Q1)
1536,International Journal of Remote Sensing,journal,"ISSN 01431161, 13665901",0.852,Q1,133,465,1475,18475,2845,1459,1.84,39.73,United Kingdom,Earth and Planetary Sciences (miscellaneous) (Q1)
1537,Physics and Chemistry of the Earth,journal,ISSN 14747065,0.852,Q2,59,24,274,882,550,265,1.88,36.75,United Kingdom,Geochemistry and Petrology (Q2); Geophysics (Q2)
1538,"Computers, Environment and Urban Systems",journal,ISSN 01989715,0.851,Q1,65,54,175,2498,475,167,2.76,46.26,United Kingdom,"Environmental Science (miscellaneous) (Q1); Geography, Planning and Development (Q1); Ecological Modeling (Q2)"
1539,Journal of Clinical Pharmacy and Therapeutics,journal,"ISSN 13652710, 02694727",0.851,Q2,60,112,325,3665,703,316,2.19,32.72,United Kingdom,Pharmacology (Q2); Pharmacology (medical) (Q2)
1540,International Journal of Advertising,journal,ISSN 02650487,0.851,Q1,32,37,148,2348,253,129,1.13,63.46,United Kingdom,Communication (Q1); Marketing (Q1)
1541,Environmental Evidence,journal,ISSN 20472382,0.851,Q2,11,26,36,948,52,33,1.63,36.46,United Kingdom,"Ecology (Q2); Management, Monitoring, Policy and Law (Q2); Pollution (Q2)"
1542,Journal of Toxicology and Environmental Health - Part A,journal,"ISSN 10872620, 15287394",0.849,Q2,74,125,379,5797,914,368,2.71,46.38,United Kingdom,"Health, Toxicology and Mutagenesis (Q2); Toxicology (Q2)"
1543,Expert Review of Gastroenterology and Hepatology,journal,"ISSN 17474124, 17474132",0.848,Q2,35,120,249,9298,624,223,2.58,77.48,United Kingdom,Gastroenterology (Q2); Hepatology (Q2)
1544,BMC Clinical Pharmacology,journal,ISSN 14726904,0.848,Q2,32,0,37,0,95,37,2.71,0,United Kingdom,Pharmacology (Q2); Pharmacology (medical) (Q2)
1545,"Community, Work and Family",journal,"ISSN 14693615, 13668803",0.847,Q1,27,27,72,1511,97,70,0.9,55.96,United Kingdom,Development (Q1); Social Sciences (miscellaneous) (Q1); Sociology and Political Science (Q1)
1546,Molecular Membrane Biology,journal,"ISSN 09687688, 14645203",0.847,Q3,68,23,103,2005,201,99,1.94,87.17,United Kingdom,Cell Biology (Q3); Molecular Biology (Q3)
1547,"Philosophical Transactions of the Royal Society A: Mathematical, Physical and Engineering Sciences",journal,"ISSN 1364503X, 14712962",0.847,Q1,120,350,1028,15605,2797,980,1.99,44.59,United Kingdom,Engineering (miscellaneous) (Q1); Mathematics (miscellaneous) (Q2); Physics and Astronomy (miscellaneous) (Q2)
1548,Organizational Dynamics,journal,ISSN 00902616,0.847,Q1,49,37,113,484,151,111,1.34,13.08,United Kingdom,Sociology and Political Science (Q1); Applied Psychology (Q2); Organizational Behavior and Human Resource Management (Q2)
1549,Annals of Applied Biology,journal,ISSN 00034746,0.845,Q1,62,86,212,4602,496,198,2.25,53.51,United Kingdom,Agronomy and Crop Science (Q1)
1550,Environmental Education Research,journal,"ISSN 13504622, 14695871",0.844,Q1,24,55,150,2625,291,143,1.77,47.73,United Kingdom,Education (Q1)
1551,Health and Quality of Life Outcomes,journal,ISSN 14777525,0.843,Q2,85,224,501,8784,1352,482,2.59,39.21,United Kingdom,"Public Health, Environmental and Occupational Health (Q2)"
1552,Public Health,journal,"ISSN 00333506, 14765616",0.843,Q2,60,192,573,5263,881,480,1.61,27.41,United Kingdom,"Public Health, Environmental and Occupational Health (Q2)"
1553,Cell Communication and Adhesion,journal,ISSN 15419061,0.843,Q2,44,33,48,2075,111,47,2.41,62.88,United Kingdom,Clinical Biochemistry (Q2); Cell Biology (Q3)
1554,Australian Journal of Agricultural and Resource Economics,journal,"ISSN 1364985X, 14678489",0.843,Q1,38,38,97,1209,163,94,1.22,31.82,United Kingdom,Agricultural and Biological Sciences (miscellaneous) (Q1); Economics and Econometrics (Q2)
1555,"Aging, Neuropsychology, and Cognition",journal,ISSN 13825585,0.843,Q2,48,37,115,2017,218,115,1.96,54.51,United Kingdom,Experimental and Cognitive Psychology (Q2); Geriatrics and Gerontology (Q2); Neuropsychology and Physiological Psychology (Q2); Psychiatry and Mental Health (Q2)
1556,Journal of Air Transport Management,journal,ISSN 09696997,0.841,Q1,53,111,269,3393,387,248,1.34,30.57,United Kingdom,"Law (Q1); Strategy and Management (Q1); Management, Monitoring, Policy and Law (Q2); Transportation (Q2)"
1557,European Journal of Engineering Education,journal,"ISSN 03043797, 14695898",0.84,Q1,22,49,159,1643,191,154,1.07,33.53,United Kingdom,Education (Q1); Engineering (miscellaneous) (Q1)
1558,Expert Review of Anticancer Therapy,journal,ISSN 14737140,0.84,Q2,55,160,526,11084,1105,489,2.43,69.28,United Kingdom,Oncology (Q2); Pharmacology (medical) (Q2)
1559,Journal of Cosmetic and Laser Therapy,journal,"ISSN 14764172, 14764180",0.839,Q1,43,73,192,1043,264,160,1.34,14.29,United Kingdom,Dermatology (Q1); Medicine (miscellaneous) (Q1); Surgery (Q1)
1560,Review of Development Economics,journal,"ISSN 14679361, 13636669",0.839,Q1,40,55,153,1578,175,151,0.82,28.69,United Kingdom,"Development (Q1); Geography, Planning and Development (Q1)"
1561,Ageing and Society,journal,"ISSN 14691779, 0144686X",0.839,Q1,64,92,189,4976,367,185,1.61,54.09,United Kingdom,"Arts and Humanities (miscellaneous) (Q1); Health (social science) (Q1); Geriatrics and Gerontology (Q2); Public Health, Environmental and Occupational Health (Q2); Social Psychology (Q2)"
1562,"Energy Sources, Part B: Economics, Planning and Policy",journal,ISSN 15567249,0.839,Q1,24,48,131,1065,129,128,0.92,22.19,United Kingdom,"Chemical Engineering (miscellaneous) (Q1); Energy Engineering and Power Technology (Q1); Environmental Science (miscellaneous) (Q1); Fuel Technology (Q1); Nuclear Energy and Engineering (Q2); Renewable Energy, Sustainability and the Environment (Q2)"
